50 0.0 5
1 517 152
2 809 538
3 152 101
4 992 593
5 969 320
6 753 275
7 647 977
8 742 901
9 626 603
10 551 234
11 386 800
12 754 565
13 18 403
14 382 389
15 958 656
16 374 803
17 559 734
18 279 138
19 172 647
20 868 672
21 150 32
22 937 195
23 758 242
24 972 513
25 979 349
26 669 645
27 115 592
28 961 829
29 354 67
30 591 549
31 395 711
32 310 524
33 508 417
34 52 478
35 603 521
36 832 597
37 449 714
38 915 968
39 931 919
40 857 688
41 329 318
42 820 803
43 427 451
44 434 363
45 363 764
46 885 845
47 998 274
48 81 414
49 915 727
50 687 439
opening costs
981 769 112 343 481 738 254 176 457 424 52 326 943 679 309 843 79 638 510 785 928 352 811 310 957 422 455 207 181 658 966 9 221 34 162 475 947 702 793 604 630 468 615 527 811 676 172 110 922 824 
star costs
0.0 485.0 369.0 649.0 483.0 267.0 836.0 783.0 464.0 89.0 662.0 477.0 559.0 273.0 670.0 667.0 584.0 239.0 604.0 628.0 387.0 423.0 258.0 581.0 503.0 516.0 596.0 810.0 184.0 404.0 573.0 426.0 266.0 568.0 379.0 546.0 567.0 908.0 872.0 635.0 251.0 719.0 313.0 227.0 632.0 785.0 497.0 509.0 700.0 334.0 
485.0 0.0 790.0 192.0 271.0 269.0 468.0 370.0 195.0 399.0 498.0 62.0 803.0 453.0 191.0 510.0 318.0 665.0 647.0 147.0 831.0 367.0 301.0 165.0 255.0 177.0 697.0 329.0 655.0 219.0 449.0 500.0 325.0 760.0 207.0 64.0 401.0 443.0 401.0 158.0 529.0 266.0 392.0 414.0 500.0 317.0 325.0 739.0 217.0 158.0 
369.0 790.0 0.0 974.0 846.0 626.0 1007.0 995.0 691.0 421.0 738.0 761.0 331.0 369.0 979.0 737.0 753.0 133.0 547.0 916.0 70.0 791.0 623.0 918.0 864.0 751.0 493.0 1089.0 205.0 628.0 657.0 452.0 477.0 391.0 617.0 842.0 682.0 1155.0 1130.0 918.0 281.0 970.0 446.0 385.0 696.0 1045.0 864.0 321.0 987.0 633.0 
649.0 192.0 974.0 0.0 274.0 398.0 517.0 397.0 367.0 569.0 641.0 240.0 993.0 644.0 72.0 653.0 456.0 846.0 822.0 148.0 1012.0 402.0 422.0 83.0 245.0 328.0 878.0 239.0 827.0 404.0 609.0 686.0 516.0 948.0 396.0 161.0 557.0 383.0 332.0 166.0 718.0 272.0 583.0 604.0 652.0 274.0 320.0 929.0 155.0 342.0 
483.0 271.0 846.0 274.0 0.0 221.0 732.0 624.0 445.0 427.0 756.0 326.0 955.0 592.0 337.0 767.0 583.0 714.0 862.0 367.0 869.0 130.0 225.0 194.0 31.0 443.0 897.0 510.0 666.0 442.0 695.0 690.0 472.0 931.0 418.0 310.0 653.0 651.0 601.0 385.0 641.0 506.0 558.0 537.0 752.0 532.0 55.0 893.0 411.0 307.0 
267.0 269.0 626.0 398.0 221.0 0.0 710.0 627.0 352.0 207.0 641.0 291.0 747.0 389.0 433.0 650.0 499.0 494.0 690.0 414.0 651.0 201.0 34.0 324.0 238.0 380.0 713.0 592.0 450.0 319.0 565.0 509.0 284.0 730.0 289.0 332.0 534.0 712.0 669.0 426.0 427.0 533.0 371.0 331.0 626.0 586.0 246.0 687.0 481.0 177.0 
836.0 468.0 1007.0 517.0 732.0 710.0 0.0 122.0 375.0 750.0 316.0 426.0 852.0 645.0 447.0 324.0 259.0 917.0 579.0 377.0 1068.0 835.0 744.0 567.0 711.0 333.0 657.0 348.0 957.0 432.0 367.0 565.0 577.0 777.0 459.0 423.0 330.0 269.0 290.0 358.0 732.0 246.0 571.0 650.0 355.0 273.0 786.0 799.0 367.0 540.0 
783.0 370.0 995.0 397.0 624.0 627.0 122.0 0.0 320.0 694.0 371.0 337.0 879.0 626.0 327.0 381.0 248.0 893.0 625.0 262.0 1052.0 733.0 660.0 452.0 601.0 267.0 700.0 231.0 920.0 384.0 396.0 574.0 538.0 810.0 405.0 318.0 348.0 186.0 190.0 243.0 715.0 126.0 550.0 620.0 404.0 154.0 678.0 822.0 246.0 466.0 
464.0 195.0 691.0 367.0 445.0 352.0 375.0 320.0 0.0 377.0 311.0 134.0 641.0 325.0 337.0 322.0 148.0 581.0 457.0 252.0 744.0 514.0 385.0 358.0 435.0 61.0 512.0 405.0 602.0 65.0 255.0 326.0 221.0 588.0 86.0 207.0 209.0 466.0 440.0 247.0 412.0 279.0 251.0 308.0 309.0 355.0 497.0 577.0 315.0 175.0 
89.0 399.0 421.0 569.0 427.0 207.0 750.0 694.0 377.0 0.0 590.0 389.0 560.0 230.0 587.0 596.0 501.0 289.0 561.0 541.0 450.0 388.0 208.0 506.0 444.0 428.0 565.0 723.0 259.0 318.0 502.0 378.0 188.0 556.0 292.0 460.0 491.0 820.0 784.0 548.0 238.0 630.0 250.0 175.0 563.0 697.0 449.0 504.0 613.0 247.0 
662.0 498.0 738.0 641.0 756.0 641.0 316.0 371.0 311.0 590.0 0.0 437.0 542.0 412.0 590.0 13.0 186.0 671.0 264.0 499.0 804.0 819.0 671.0 653.0 746.0 323.0 342.0 576.0 734.0 325.0 90.0 287.0 402.0 464.0 354.0 491.0 107.0 556.0 558.0 485.0 486.0 435.0 352.0 440.0 43.0 502.0 807.0 492.0 535.0 471.0 
477.0 62.0 761.0 240.0 326.0 291.0 426.0 337.0 134.0 389.0 437.0 0.0 754.0 412.0 224.0 449.0 259.0 639.0 588.0 157.0 806.0 413.0 324.0 225.0 312.0 117.0 640.0 336.0 639.0 164.0 388.0 446.0 288.0 708.0 158.0 85.0 340.0 434.0 396.0 161.0 492.0 247.0 347.0 379.0 439.0 310.0 380.0 690.0 229.0 143.0 
559.0 803.0 331.0 993.0 955.0 747.0 852.0 879.0 641.0 560.0 542.0 754.0 0.0 365.0 974.0 536.0 635.0 372.0 289.0 892.0 394.0 943.0 758.0 961.0 963.0 695.0 213.0 1035.0 476.0 592.0 487.0 317.0 491.0 83.0 597.0 837.0 532.0 1061.0 1049.0 887.0 323.0 897.0 412.0 418.0 500.0 974.0 989.0 64.0 954.0 670.0 
