40 0.0 5
1 449 996
2 548 453
3 856 574
4 814 238
5 505 265
6 493 341
7 624 735
8 164 143
9 510 556
10 463 540
11 53 30
12 261 520
13 615 286
14 44 458
15 610 265
16 304 861
17 76 396
18 659 242
19 835 854
20 159 59
21 425 149
22 822 134
23 320 243
24 602 698
25 490 19
26 153 902
27 790 587
28 910 957
29 25 494
30 399 988
31 985 164
32 306 863
33 174 845
34 375 170
35 610 468
36 155 922
37 396 996
38 900 214
39 557 439
40 345 112
opening costs
133 483 398 582 393 907 909 796 153 994 389 189 455 244 800 527 238 883 19 567 777 837 631 93 898 159 287 915 455 622 552 437 806 922 850 147 991 940 972 364 
star costs
0.0 552.0 587.0 842.0 734.0 657.0 315.0 900.0 445.0 457.0 1045.0 512.0 730.0 674.0 749.0 199.0 707.0 783.0 412.0 981.0 848.0 940.0 764.0 335.0 978.0 311.0 533.0 463.0 658.0 51.0 990.0 196.0 314.0 830.0 553.0 304.0 53.0 903.0 568.0 891.0 
552.0 0.0 331.0 343.0 193.0 125.0 293.0 494.0 110.0 122.0 652.0 295.0 180.0 505.0 198.0 476.0 476.0 239.0 494.0 554.0 328.0 421.0 310.0 251.0 438.0 599.0 277.0 621.0 525.0 556.0 524.0 477.0 542.0 332.0 64.0 612.0 564.0 426.0 17.0 397.0 
587.0 331.0 0.0 339.0 468.0 432.0 283.0 816.0 347.0 395.0 970.0 598.0 376.0 821.0 395.0 623.0 801.0 387.0 281.0 867.0 606.0 442.0 630.0 283.0 665.0 776.0 68.0 387.0 835.0 617.0 430.0 622.0 734.0 629.0 268.0 783.0 625.0 363.0 329.0 689.0 
842.0 343.0 339.0 0.0 311.0 338.0 533.0 657.0 440.0 464.0 789.0 621.0 205.0 801.0 206.0 806.0 755.0 156.0 617.0 680.0 400.0 105.0 495.0 507.0 392.0 937.0 350.0 726.0 830.0 858.0 187.0 806.0 883.0 445.0 308.0 950.0 866.0 90.0 327.0 486.0 
734.0 193.0 468.0 311.0 0.0 77.0 485.0 363.0 292.0 279.0 510.0 353.0 112.0 500.0 105.0 629.0 449.0 156.0 676.0 403.0 141.0 344.0 187.0 444.0 247.0 728.0 431.0 802.0 532.0 731.0 491.0 631.0 668.0 162.0 229.0 745.0 740.0 399.0 182.0 222.0 
657.0 125.0 432.0 338.0 77.0 0.0 416.0 384.0 216.0 202.0 539.0 294.0 134.0 464.0 140.0 554.0 421.0 194.0 617.0 438.0 204.0 389.0 199.0 374.0 323.0 656.0 386.0 744.0 493.0 654.0 523.0 555.0 597.0 208.0 173.0 673.0 663.0 427.0 118.0 273.0 
315.0 293.0 283.0 533.0 485.0 416.0 0.0 750.0 213.0 253.0 908.0 422.0 450.0 643.0 471.0 344.0 645.0 495.0 243.0 821.0 619.0 633.0 579.0 44.0 729.0 500.0 223.0 363.0 646.0 339.0 676.0 343.0 464.0 618.0 268.0 505.0 347.0 590.0 304.0 683.0 
900.0 494.0 816.0 657.0 363.0 384.0 750.0 0.0 539.0 498.0 159.0 390.0 474.0 338.0 463.0 732.0 268.0 505.0 978.0 85.0 262.0 659.0 186.0 708.0 349.0 760.0 768.0 1105.0 378.0 878.0 822.0 734.0 703.0 213.0 552.0 780.0 884.0 740.0 493.0 184.0 
445.0 110.0 347.0 440.0 292.0 216.0 213.0 539.0 0.0 50.0 697.0 252.0 290.0 477.0 308.0 369.0 463.0 348.0 441.0 609.0 416.0 525.0 367.0 170.0 538.0 498.0 282.0 567.0 489.0 447.0 616.0 369.0 444.0 409.0 134.0 510.0 455.0 519.0 127.0 474.0 
457.0 122.0 395.0 464.0 279.0 202.0 253.0 498.0 50.0 0.0 655.0 203.0 297.0 427.0 312.0 359.0 413.0 357.0 487.0 570.0 393.0 542.0 330.0 211.0 522.0 477.0 331.0 612.0 441.0 453.0 644.0 360.0 421.0 381.0 164.0 491.0 461.0 546.0 138.0 444.0 
