40 0.0 5
1 112 894
2 436 697
3 346 669
4 915 460
5 552 464
6 411 90
7 839 866
8 373 837
9 352 181
10 634 967
11 37 678
12 542 960
13 480 812
14 998 712
15 334 420
16 685 597
17 262 556
18 685 239
19 877 471
20 659 85
21 387 512
22 383 576
23 690 312
24 795 460
25 382 196
26 647 608
27 137 898
28 692 171
29 283 219
30 278 135
31 484 608
32 781 273
33 124 630
34 21 341
35 61 101
36 503 951
37 729 61
38 636 831
39 618 74
40 153 369
opening costs
949 971 498 655 732 52 91 990 98 522 481 238 14 970 221 485 97 434 510 876 547 49 442 678 987 833 836 17 10 20 268 696 777 291 332 706 539 599 229 786 
star costs
0.0 380.0 325.0 913.0 616.0 858.0 728.0 268.0 753.0 528.0 229.0 436.0 378.0 905.0 524.0 646.0 370.0 871.0 875.0 977.0 471.0 418.0 821.0 810.0 749.0 607.0 26.0 927.0 697.0 777.0 470.0 913.0 265.0 561.0 795.0 396.0 1037.0 528.0 964.0 527.0 
380.0 0.0 95.0 535.0 261.0 608.0 438.0 154.0 523.0 335.0 400.0 284.0 124.0 563.0 296.0 269.0 224.0 522.0 496.0 652.0 192.0 133.0 462.0 431.0 504.0 230.0 361.0 585.0 502.0 584.0 102.0 547.0 320.0 547.0 705.0 263.0 701.0 241.0 650.0 434.0 
325.0 95.0 0.0 607.0 291.0 583.0 531.0 171.0 489.0 415.0 310.0 351.0 196.0 654.0 250.0 347.0 141.0 548.0 567.0 663.0 163.0 101.0 496.0 496.0 475.0 308.0 311.0 607.0 455.0 539.0 151.0 589.0 226.0 462.0 636.0 323.0 719.0 333.0 655.0 357.0 
913.0 535.0 607.0 0.0 364.0 626.0 414.0 661.0 629.0 580.0 905.0 624.0 560.0 266.0 583.0 268.0 661.0 319.0 40.0 455.0 531.0 545.0 270.0 120.0 595.0 307.0 893.0 366.0 677.0 716.0 456.0 231.0 810.0 902.0 927.0 641.0 441.0 465.0 488.0 768.0 
616.0 261.0 291.0 364.0 0.0 400.0 494.0 414.0 347.0 510.0 558.0 497.0 356.0 511.0 223.0 189.0 305.0 262.0 326.0 394.0 172.0 203.0 206.0 244.0 318.0 173.0 601.0 325.0 364.0 429.0 160.0 299.0 460.0 546.0 611.0 490.0 441.0 377.0 396.0 411.0 
858.0 608.0 583.0 626.0 400.0 0.0 887.0 748.0 109.0 905.0 697.0 880.0 726.0 856.0 339.0 577.0 490.0 312.0 602.0 249.0 423.0 487.0 357.0 534.0 110.0 570.0 854.0 293.0 182.0 141.0 524.0 413.0 612.0 464.0 351.0 866.0 320.0 775.0 208.0 381.0 
728.0 438.0 531.0 414.0 494.0 887.0 0.0 467.0 841.0 229.0 824.0 312.0 364.0 222.0 674.0 310.0 656.0 646.0 397.0 802.0 575.0 541.0 574.0 409.0 812.0 322.0 703.0 711.0 854.0 922.0 439.0 596.0 753.0 972.0 1092.0 347.0 813.0 206.0 823.0 848.0 
268.0 154.0 171.0 661.0 414.0 748.0 467.0 0.0 657.0 292.0 372.0 210.0 110.0 638.0 419.0 394.0 303.0 675.0 623.0 805.0 326.0 262.0 614.0 566.0 642.0 358.0 244.0 739.0 625.0 709.0 255.0 697.0 324.0 609.0 800.0 173.0 854.0 264.0 802.0 518.0 
753.0 523.0 489.0 629.0 347.0 109.0 841.0 657.0 0.0 836.0 589.0 802.0 644.0 837.0 240.0 533.0 386.0 339.0 600.0 322.0 333.0 397.0 363.0 524.0 34.0 519.0 749.0 341.0 79.0 88.0 447.0 439.0 504.0 368.0 302.0 785.0 396.0 710.0 287.0 274.0 
528.0 335.0 415.0 580.0 510.0 905.0 229.0 292.0 836.0 0.0 664.0 93.0 219.0 445.0 624.0 374.0 555.0 730.0 553.0 883.0 518.0 465.0 658.0 532.0 812.0 360.0 502.0 799.0 827.0 905.0 390.0 710.0 612.0 877.0 1039.0 132.0 911.0 137.0 894.0 768.0 
229.0 400.0 310.0 905.0 558.0 697.0 824.0 372.0 589.0 664.0 0.0 579.0 463.0 962.0 394.0 654.0 256.0 783.0 866.0 860.0 388.0 361.0 749.0 789.0 593.0 615.0 242.0 829.0 521.0 595.0 453.0 848.0 100.0 338.0 578.0 541.0 928.0 619.0 839.0 331.0 
436.0 284.0 351.0 624.0 497.0 880.0 312.0 210.0 802.0 93.0 579.0 0.0 161.0 520.0 579.0 391.0 492.0 736.0 593.0 883.0 475.0 416.0 665.0 561.0 781.0 368.0 410.0 804.0 785.0 867.0 357.0 728.0 533.0 810.0 985.0 41.0 919.0 160.0 890.0 708.0 
378.0 124.0 196.0 560.0 356.0 726.0 364.0 110.0 644.0 219.0 463.0 161.0 0.0 528.0 419.0 298.0 337.0 609.0 524.0 749.0 315.0 256.0 543.0 473.0 624.0 264.0 354.0 676.0 625.0 707.0 205.0 618.0 400.0 658.0 826.0 141.0 792.0 158.0 751.0 551.0 
905.0 563.0 654.0 266.0 511.0 856.0 222.0 638.0 837.0 445.0 962.0 520.0 528.0 0.0 726.0 334.0 753.0 568.0 270.0 713.0 643.0 630.0 505.0 324.0 804.0 367.0 881.0 622.0 869.0 923.0 525.0 490.0 878.0 1046.0 1119.0 550.0 705.0 382.0 743.0 912.0 
524.0 296.0 250.0 583.0 223.0 339.0 674.0 419.0 240.0 624.0 394.0 579.0 419.0 726.0 0.0 394.0 154.0 395.0 546.0 467.0 107.0 164.0 373.0 463.0 230.0 366.0 518.0 437.0 208.0 291.0 241.0 471.0 297.0 323.0 420.0 558.0 534.0 511.0 448.0 189.0 
646.0 269.0 347.0 268.0 189.0 577.0 310.0 394.0 533.0 374.0 654.0 391.0 298.0 334.0 394.0 0.0 425.0 358.0 230.0 513.0 310.0 303.0 286.0 176.0 503.0 40.0 626.0 427.0 552.0 616.0 202.0 338.0 562.0 712.0 798.0 399.0 538.0 240.0 528.0 579.0 
370.0 224.0 141.0 661.0 305.0 490.0 656.0 303.0 386.0 555.0 256.0 492.0 337.0 753.0 154.0 425.0 0.0 529.0 621.0 616.0 133.0 123.0 493.0 542.0 380.0 389.0 365.0 578.0 338.0 422.0 229.0 592.0 157.0 323.0 498.0 463.0 681.0 465.0 600.0 217.0 
871.0 522.0 548.0 319.0 262.0 312.0 646.0 675.0 339.0 730.0 783.0 736.0 609.0 568.0 395.0 358.0 529.0 0.0 302.0 157.0 405.0 453.0 74.0 247.0 307.0 371.0 858.0 69.0 403.0 421.0 421.0 102.0 684.0 672.0 640.0 735.0 184.0 595.0 179.0 548.0 
875.0 496.0 567.0 40.0 326.0 602.0 397.0 623.0 600.0 553.0 866.0 593.0 524.0 270.0 546.0 230.0 621.0 302.0 0.0 444.0 492.0 506.0 246.0 83.0 567.0 268.0 855.0 353.0 646.0 687.0 417.0 221.0 770.0 866.0 896.0 609.0 436.0 434.0 475.0 732.0 
977.0 652.0 663.0 455.0 394.0 249.0 802.0 805.0 322.0 883.0 860.0 883.0 749.0 713.0 467.0 513.0 616.0 157.0 444.0 0.0 507.0 564.0 230.0 399.0 299.0 524.0 967.0 93.0 400.0 385.0 552.0 225.0 764.0 688.0 599.0 880.0 74.0 747.0 43.0 581.0 
471.0 192.0 163.0 531.0 172.0 423.0 575.0 326.0 333.0 518.0 388.0 475.0 315.0 643.0 107.0 310.0 133.0 405.0 492.0 507.0 0.0 65.0 364.0 412.0 317.0 278.0 460.0 458.0 311.0 393.0 137.0 461.0 289.0 404.0 525.0 455.0 567.0 405.0 496.0 275.0 
