20 0.0 5
1 818 496
2 165 361
3 492 344
4 465 817
5 123 640
6 347 616
7 717 780
8 495 914
9 310 182
10 227 647
11 325 20
12 985 917
13 316 188
14 245 352
15 931 432
16 209 265
17 966 844
18 185 29
19 429 702
20 548 586
opening costs
491 168 815 367 561 436 725 871 306 512 611 408 61 888 361 968 363 365 203 267 
star costs
0.0 667.0 360.0 478.0 710.0 487.0 302.0 529.0 598.0 610.0 686.0 453.0 589.0 591.0 130.0 652.0 379.0 787.0 441.0 285.0 
667.0 0.0 328.0 546.0 283.0 314.0 694.0 644.0 231.0 293.0 377.0 991.0 230.0 81.0 770.0 106.0 936.0 333.0 432.0 445.0 
360.0 328.0 0.0 474.0 474.0 309.0 491.0 571.0 244.0 403.0 365.0 756.0 236.0 248.0 448.0 294.0 689.0 440.0 364.0 249.0 
478.0 546.0 474.0 0.0 386.0 234.0 255.0 102.0 654.0 293.0 810.0 530.0 647.0 515.0 605.0 609.0 502.0 837.0 121.0 246.0 
710.0 283.0 474.0 386.0 0.0 226.0 611.0 463.0 495.0 105.0 653.0 906.0 492.0 313.0 835.0 385.0 868.0 615.0 313.0 429.0 
487.0 314.0 309.0 234.0 226.0 0.0 405.0 333.0 436.0 124.0 597.0 706.0 430.0 284.0 613.0 378.0 660.0 609.0 119.0 204.0 
302.0 694.0 491.0 255.0 611.0 405.0 0.0 260.0 724.0 508.0 856.0 301.0 716.0 638.0 409.0 724.0 258.0 921.0 299.0 258.0 
529.0 644.0 571.0 102.0 463.0 333.0 260.0 0.0 756.0 379.0 911.0 491.0 748.0 616.0 650.0 710.0 477.0 938.0 223.0 333.0 
598.0 231.0 244.0 654.0 495.0 436.0 724.0 756.0 0.0 473.0 163.0 998.0 9.0 183.0 670.0 131.0 932.0 198.0 534.0 469.0 
610.0 293.0 403.0 293.0 105.0 124.0 508.0 379.0 473.0 0.0 635.0 805.0 468.0 296.0 737.0 383.0 765.0 620.0 210.0 327.0 
686.0 377.0 365.0 810.0 653.0 597.0 856.0 911.0 163.0 635.0 0.0 1114.0 169.0 342.0 733.0 272.0 1044.0 141.0 690.0 609.0 
453.0 991.0 756.0 530.0 906.0 706.0 301.0 491.0 998.0 805.0 1114.0 0.0 990.0 932.0 488.0 1014.0 76.0 1196.0 597.0 549.0 
589.0 230.0 236.0 647.0 492.0 430.0 716.0 748.0 9.0 468.0 169.0 990.0 0.0 179.0 662.0 132.0 924.0 207.0 527.0 461.0 
591.0 81.0 248.0 515.0 313.0 284.0 638.0 616.0 183.0 296.0 342.0 932.0 179.0 0.0 691.0 95.0 873.0 329.0 396.0 383.0 
130.0 770.0 448.0 605.0 835.0 613.0 409.0 650.0 670.0 737.0 733.0 488.0 662.0 691.0 0.0 742.0 414.0 848.0 571.0 413.0 
652.0 106.0 294.0 609.0 385.0 378.0 724.0 710.0 131.0 383.0 272.0 1014.0 132.0 95.0 742.0 0.0 954.0 238.0 490.0 467.0 
379.0 936.0 689.0 502.0 868.0 660.0 258.0 477.0 932.0 765.0 1044.0 76.0 924.0 873.0 414.0 954.0 0.0 1129.0 556.0 492.0 
787.0 333.0 440.0 837.0 615.0 609.0 921.0 938.0 198.0 620.0 141.0 1196.0 207.0 329.0 848.0 238.0 1129.0 0.0 716.0 665.0 
441.0 432.0 364.0 121.0 313.0 119.0 299.0 223.0 534.0 210.0 690.0 597.0 527.0 396.0 571.0 490.0 556.0 716.0 0.0 167.0 
285.0 445.0 249.0 246.0 429.0 204.0 258.0 333.0 469.0 327.0 609.0 549.0 461.0 383.0 413.0 467.0 492.0 665.0 167.0 0.0 
