30 0.0 5
1 67 244
2 489 715
3 366 326
4 639 27
5 381 597
6 144 490
7 623 310
8 984 202
9 544 228
10 763 616
11 916 872
12 725 800
13 51 3
14 850 966
15 46 19
16 839 511
17 822 262
18 599 115
19 12 216
20 312 795
21 776 37
22 520 774
23 748 74
24 653 550
25 499 659
26 664 425
27 104 286
28 626 670
29 285 820
30 801 754
opening costs
121 104 872 57 553 958 173 75 116 290 118 336 479 386 322 193 874 925 943 602 611 555 887 620 392 816 896 348 284 91 
star costs
0.0 633.0 311.0 612.0 473.0 258.0 560.0 918.0 478.0 790.0 1057.0 862.0 242.0 1066.0 226.0 817.0 756.0 548.0 62.0 604.0 739.0 698.0 702.0 662.0 600.0 624.0 56.0 703.0 616.0 894.0 
633.0 0.0 408.0 705.0 160.0 412.0 427.0 713.0 491.0 292.0 455.0 251.0 836.0 440.0 826.0 406.0 563.0 610.0 691.0 195.0 737.0 67.0 692.0 233.0 57.0 339.0 577.0 145.0 230.0 315.0 
311.0 408.0 0.0 405.0 272.0 277.0 258.0 631.0 204.0 492.0 775.0 595.0 452.0 803.0 444.0 508.0 461.0 315.0 371.0 473.0 502.0 474.0 458.0 365.0 359.0 315.0 266.0 432.0 501.0 611.0 
612.0 705.0 405.0 0.0 626.0 678.0 284.0 387.0 223.0 602.0 890.0 778.0 589.0 963.0 594.0 524.0 298.0 97.0 655.0 835.0 138.0 757.0 119.0 524.0 648.0 399.0 595.0 644.0 869.0 745.0 
473.0 160.0 272.0 626.0 0.0 261.0 376.0 721.0 404.0 383.0 602.0 400.0 680.0 597.0 669.0 467.0 554.0 530.0 531.0 210.0 686.0 226.0 639.0 277.0 134.0 332.0 417.0 256.0 243.0 449.0 
258.0 412.0 277.0 678.0 261.0 0.0 512.0 888.0 479.0 632.0 862.0 659.0 496.0 852.0 482.0 696.0 716.0 590.0 305.0 349.0 778.0 472.0 734.0 513.0 394.0 525.0 208.0 515.0 359.0 709.0 
560.0 427.0 258.0 284.0 376.0 512.0 0.0 377.0 114.0 337.0 634.0 501.0 650.0 695.0 647.0 296.0 205.0 197.0 619.0 577.0 313.0 476.0 268.0 242.0 371.0 123.0 520.0 361.0 612.0 479.0 
918.0 713.0 631.0 387.0 721.0 888.0 377.0 0.0 441.0 470.0 674.0 652.0 954.0 776.0 956.0 342.0 173.0 395.0 973.0 897.0 266.0 737.0 269.0 481.0 667.0 391.0 884.0 590.0 934.0 582.0 
478.0 491.0 204.0 223.0 404.0 479.0 114.0 441.0 0.0 446.0 744.0 600.0 542.0 799.0 541.0 409.0 281.0 126.0 533.0 613.0 301.0 547.0 256.0 340.0 434.0 231.0 444.0 450.0 647.0 586.0 
790.0 292.0 492.0 602.0 383.0 632.0 337.0 470.0 446.0 0.0 299.0 188.0 940.0 361.0 934.0 130.0 359.0 528.0 851.0 486.0 580.0 290.0 543.0 129.0 268.0 216.0 738.0 148.0 520.0 144.0 
1057.0 455.0 775.0 890.0 602.0 862.0 634.0 674.0 744.0 299.0 0.0 205.0 1227.0 115.0 1219.0 370.0 618.0 821.0 1117.0 609.0 847.0 408.0 816.0 416.0 469.0 514.0 1002.0 354.0 634.0 165.0 
862.0 251.0 595.0 778.0 400.0 659.0 501.0 652.0 600.0 188.0 205.0 0.0 1044.0 208.0 1035.0 311.0 547.0 697.0 922.0 414.0 765.0 207.0 727.0 261.0 267.0 380.0 807.0 164.0 441.0 89.0 
242.0 836.0 452.0 589.0 680.0 496.0 650.0 954.0 542.0 940.0 1227.0 1044.0 0.0 1252.0 17.0 938.0 814.0 560.0 217.0 834.0 726.0 903.0 701.0 814.0 795.0 745.0 288.0 881.0 850.0 1062.0 
1066.0 440.0 803.0 963.0 597.0 852.0 695.0 776.0 799.0 361.0 115.0 208.0 1252.0 0.0 1243.0 456.0 705.0 888.0 1125.0 565.0 932.0 382.0 898.0 461.0 467.0 573.0 1010.0 372.0 584.0 218.0 
226.0 826.0 444.0 594.0 669.0 482.0 647.0 956.0 541.0 934.0 1219.0 1035.0 17.0 1243.0 0.0 934.0 814.0 562.0 200.0 821.0 731.0 892.0 705.0 807.0 785.0 740.0 274.0 872.0 836.0 1054.0 
817.0 406.0 508.0 524.0 467.0 696.0 296.0 342.0 409.0 130.0 370.0 311.0 938.0 456.0 934.0 0.0 250.0 464.0 879.0 599.0 479.0 414.0 447.0 191.0 371.0 195.0 769.0 266.0 635.0 246.0 
756.0 563.0 461.0 298.0 554.0 716.0 205.0 173.0 281.0 359.0 618.0 547.0 814.0 705.0 814.0 250.0 0.0 268.0 812.0 738.0 230.0 595.0 203.0 334.0 512.0 228.0 719.0 453.0 775.0 493.0 
548.0 610.0 315.0 97.0 530.0 590.0 197.0 395.0 126.0 528.0 821.0 697.0 560.0 888.0 562.0 464.0 268.0 0.0 596.0 739.0 194.0 664.0 155.0 439.0 554.0 317.0 524.0 556.0 772.0 671.0 
62.0 691.0 371.0 655.0 531.0 305.0 619.0 973.0 533.0 851.0 1117.0 922.0 217.0 1125.0 200.0 879.0 812.0 596.0 0.0 653.0 785.0 755.0 750.0 723.0 659.0 685.0 116.0 764.0 663.0 955.0 
604.0 195.0 473.0 835.0 210.0 349.0 577.0 897.0 613.0 486.0 609.0 414.0 834.0 565.0 821.0 599.0 738.0 739.0 653.0 0.0 889.0 210.0 843.0 420.0 232.0 511.0 550.0 338.0 37.0 491.0 
739.0 737.0 502.0 138.0 686.0 778.0 313.0 266.0 301.0 580.0 847.0 765.0 726.0 932.0 731.0 479.0 230.0 194.0 785.0 889.0 0.0 781.0 47.0 528.0 681.0 404.0 717.0 651.0 925.0 718.0 
698.0 67.0 474.0 757.0 226.0 472.0 476.0 737.0 547.0 290.0 408.0 207.0 903.0 382.0 892.0 414.0 595.0 664.0 755.0 210.0 781.0 0.0 737.0 261.0 117.0 378.0 642.0 149.0 240.0 282.0 
702.0 692.0 458.0 119.0 639.0 734.0 268.0 269.0 256.0 543.0 816.0 727.0 701.0 898.0 705.0 447.0 203.0 155.0 750.0 843.0 47.0 737.0 0.0 486.0 636.0 361.0 678.0 609.0 879.0 683.0 
662.0 233.0 365.0 524.0 277.0 513.0 242.0 481.0 340.0 129.0 416.0 261.0 814.0 461.0 807.0 191.0 334.0 439.0 723.0 420.0 528.0 261.0 486.0 0.0 189.0 126.0 610.0 123.0 457.0 253.0 
600.0 57.0 359.0 648.0 134.0 394.0 371.0 667.0 434.0 268.0 469.0 267.0 795.0 467.0 785.0 371.0 512.0 554.0 659.0 232.0 681.0 117.0 636.0 189.0 0.0 287.0 544.0 128.0 268.0 317.0 
624.0 339.0 315.0 399.0 332.0 525.0 123.0 391.0 231.0 216.0 514.0 380.0 745.0 573.0 740.0 195.0 228.0 317.0 685.0 511.0 404.0 378.0 361.0 126.0 287.0 0.0 577.0 248.0 548.0 357.0 
56.0 577.0 266.0 595.0 417.0 208.0 520.0 884.0 444.0 738.0 1002.0 807.0 288.0 1010.0 274.0 769.0 719.0 524.0 116.0 550.0 717.0 642.0 678.0 610.0 544.0 577.0 0.0 649.0 564.0 840.0 
703.0 145.0 432.0 644.0 256.0 515.0 361.0 590.0 450.0 148.0 354.0 164.0 881.0 372.0 872.0 266.0 453.0 556.0 764.0 338.0 651.0 149.0 609.0 123.0 128.0 248.0 649.0 0.0 373.0 195.0 
616.0 230.0 501.0 869.0 243.0 359.0 612.0 934.0 647.0 520.0 634.0 441.0 850.0 584.0 836.0 635.0 775.0 772.0 663.0 37.0 925.0 240.0 879.0 457.0 268.0 548.0 564.0 373.0 0.0 521.0 
894.0 315.0 611.0 745.0 449.0 709.0 479.0 582.0 586.0 144.0 165.0 89.0 1062.0 218.0 1054.0 246.0 493.0 671.0 955.0 491.0 718.0 282.0 683.0 253.0 317.0 357.0 840.0 195.0 521.0 0.0 
