20 0.0 5
1 690 806
2 760 686
3 79 234
4 212 975
5 245 481
6 283 762
7 757 116
8 916 928
9 268 351
10 360 376
11 109 653
12 509 709
13 964 824
14 280 143
15 895 104
16 420 239
17 184 64
18 464 687
19 56 225
20 737 652
opening costs
591 130 858 324 331 204 529 971 597 686 573 473 786 433 488 537 45 263 495 428 
star costs
0.0 139.0 837.0 507.0 552.0 410.0 694.0 257.0 621.0 543.0 601.0 206.0 275.0 780.0 732.0 629.0 899.0 256.0 860.0 162.0 
139.0 0.0 818.0 620.0 555.0 484.0 571.0 288.0 596.0 507.0 652.0 253.0 247.0 725.0 598.0 562.0 848.0 297.0 842.0 42.0 
837.0 818.0 0.0 753.0 298.0 567.0 689.0 1088.0 223.0 315.0 421.0 641.0 1064.0 221.0 827.0 342.0 200.0 595.0 25.0 780.0 
507.0 620.0 753.0 0.0 496.0 225.0 1018.0 706.0 627.0 618.0 339.0 399.0 768.0 835.0 1107.0 765.0 912.0 383.0 767.0 617.0 
552.0 555.0 298.0 496.0 0.0 284.0 629.0 807.0 133.0 156.0 220.0 349.0 797.0 340.0 752.0 299.0 422.0 301.0 319.0 521.0 
410.0 484.0 567.0 225.0 284.0 0.0 802.0 655.0 412.0 394.0 206.0 233.0 684.0 620.0 899.0 541.0 705.0 196.0 584.0 468.0 
694.0 571.0 689.0 1018.0 629.0 802.0 0.0 828.0 543.0 475.0 842.0 643.0 738.0 478.0 139.0 359.0 576.0 642.0 710.0 537.0 
257.0 288.0 1088.0 706.0 807.0 655.0 828.0 0.0 868.0 784.0 853.0 463.0 115.0 1011.0 825.0 849.0 1133.0 513.0 1111.0 329.0 
621.0 596.0 223.0 627.0 133.0 412.0 543.0 868.0 0.0 96.0 342.0 432.0 842.0 209.0 674.0 189.0 300.0 389.0 247.0 558.0 
543.0 507.0 315.0 618.0 156.0 394.0 475.0 784.0 96.0 0.0 374.0 365.0 753.0 247.0 601.0 150.0 359.0 328.0 340.0 468.0 
601.0 652.0 421.0 339.0 220.0 206.0 842.0 853.0 342.0 374.0 0.0 404.0 872.0 538.0 959.0 518.0 594.0 357.0 432.0 629.0 
206.0 253.0 641.0 399.0 349.0 233.0 643.0 463.0 432.0 365.0 404.0 0.0 470.0 611.0 718.0 479.0 723.0 51.0 663.0 236.0 
275.0 247.0 1064.0 768.0 797.0 684.0 738.0 115.0 842.0 753.0 872.0 470.0 0.0 966.0 724.0 799.0 1090.0 519.0 1088.0 285.0 
780.0 725.0 221.0 835.0 340.0 620.0 478.0 1011.0 209.0 247.0 538.0 611.0 966.0 0.0 617.0 170.0 125.0 575.0 239.0 685.0 
732.0 598.0 827.0 1107.0 752.0 899.0 139.0 825.0 674.0 601.0 959.0 718.0 724.0 617.0 0.0 494.0 713.0 726.0 848.0 571.0 
629.0 562.0 342.0 765.0 299.0 541.0 359.0 849.0 189.0 150.0 518.0 479.0 799.0 170.0 494.0 0.0 294.0 451.0 365.0 521.0 
899.0 848.0 200.0 912.0 422.0 705.0 576.0 1133.0 300.0 359.0 594.0 723.0 1090.0 125.0 713.0 294.0 0.0 684.0 206.0 808.0 
256.0 297.0 595.0 383.0 301.0 196.0 642.0 513.0 389.0 328.0 357.0 51.0 519.0 575.0 726.0 451.0 684.0 0.0 617.0 276.0 
860.0 842.0 25.0 767.0 319.0 584.0 710.0 1111.0 247.0 340.0 432.0 663.0 1088.0 239.0 848.0 365.0 206.0 617.0 0.0 804.0 
162.0 42.0 780.0 617.0 521.0 468.0 537.0 329.0 558.0 468.0 629.0 236.0 285.0 685.0 571.0 521.0 808.0 276.0 804.0 0.0 
