40 0.0 5
1 133 244
2 198 297
3 856 660
4 965 116
5 340 302
6 209 420
7 21 71
8 728 340
9 175 540
10 214 667
11 369 311
12 104 142
13 589 407
14 77 524
15 788 603
16 647 478
17 685 543
18 889 379
19 775 912
20 248 55
21 621 340
22 325 586
23 398 149
24 269 977
25 293 186
26 410 781
27 928 133
28 171 471
29 986 61
30 526 145
31 138 619
32 894 357
33 756 945
34 928 84
35 454 73
36 55 622
37 234 530
38 262 234
39 929 34
40 165 109
opening costs
815 749 130 338 608 200 892 975 220 308 521 767 719 194 426 713 318 141 833 533 922 814 951 305 854 272 970 987 275 905 255 533 844 980 503 862 277 298 730 903 
star costs
0.0 84.0 835.0 842.0 215.0 192.0 207.0 603.0 299.0 431.0 246.0 107.0 485.0 286.0 747.0 565.0 628.0 768.0 927.0 222.0 498.0 393.0 282.0 746.0 171.0 605.0 803.0 231.0 873.0 406.0 376.0 770.0 938.0 811.0 364.0 386.0 304.0 130.0 824.0 139.0 
84.0 0.0 752.0 789.0 143.0 124.0 288.0 532.0 245.0 371.0 172.0 182.0 407.0 258.0 665.0 485.0 546.0 696.0 844.0 248.0 426.0 316.0 249.0 684.0 147.0 529.0 749.0 177.0 823.0 362.0 328.0 699.0 856.0 761.0 341.0 356.0 236.0 90.0 777.0 191.0 
835.0 752.0 0.0 555.0 629.0 691.0 1022.0 345.0 692.0 643.0 600.0 914.0 368.0 791.0 89.0 278.0 208.0 283.0 265.0 858.0 398.0 537.0 687.0 668.0 736.0 463.0 532.0 711.0 613.0 612.0 720.0 306.0 303.0 581.0 712.0 802.0 636.0 731.0 631.0 884.0 
842.0 789.0 555.0 0.0 653.0 815.0 946.0 327.0 897.0 932.0 628.0 862.0 476.0 978.0 519.0 482.0 511.0 274.0 819.0 720.0 411.0 795.0 568.0 1108.0 676.0 867.0 41.0 870.0 59.0 440.0 968.0 252.0 855.0 49.0 513.0 1042.0 841.0 713.0 90.0 801.0 
215.0 143.0 629.0 653.0 0.0 177.0 394.0 390.0 290.0 387.0 31.0 286.0 271.0 345.0 540.0 354.0 421.0 555.0 750.0 264.0 284.0 285.0 164.0 679.0 126.0 485.0 612.0 240.0 690.0 244.0 376.0 557.0 766.0 628.0 256.0 429.0 252.0 104.0 648.0 261.0 
192.0 124.0 691.0 815.0 177.0 0.0 397.0 526.0 125.0 248.0 194.0 298.0 381.0 169.0 608.0 442.0 492.0 682.0 750.0 368.0 420.0 203.0 331.0 561.0 249.0 414.0 775.0 64.0 856.0 420.0 212.0 688.0 759.0 794.0 425.0 255.0 113.0 194.0 817.0 315.0 
207.0 288.0 1022.0 946.0 394.0 397.0 0.0 757.0 494.0 627.0 423.0 110.0 660.0 457.0 934.0 747.0 815.0 922.0 1130.0 228.0 658.0 599.0 385.0 940.0 296.0 810.0 910.0 428.0 966.0 511.0 561.0 919.0 1142.0 908.0 434.0 553.0 507.0 291.0 909.0 149.0 
603.0 532.0 345.0 327.0 390.0 526.0 757.0 0.0 589.0 610.0 361.0 655.0 155.0 677.0 270.0 161.0 208.0 166.0 574.0 559.0 107.0 473.0 382.0 786.0 462.0 544.0 288.0 573.0 381.0 281.0 653.0 167.0 606.0 325.0 383.0 730.0 530.0 478.0 367.0 609.0 
