50 0.0 3
1 5 36
2 34 43
3 5 16
4 26 24
5 11 32
6 6 46
7 14 30
8 42 27
9 41 47
10 14 9
11 31 30
12 15 17
13 4 33
14 49 13
15 19 47
16 30 28
17 25 15
18 7 7
19 5 19
20 6 16
21 2 13
22 11 17
23 43 43
24 15 48
25 5 41
26 23 48
27 50 26
28 7 35
29 17 16
30 46 35
31 17 15
32 17 2
33 47 6
34 35 28
35 24 37
36 4 41
37 34 18
38 40 41
39 31 7
40 18 10
41 15 30
42 30 6
43 13 7
44 13 4
45 6 33
46 3 23
47 15 7
48 33 13
49 7 48
50 11 28
opening costs
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
star costs
0 0.01621 0.01412 0.01667 0.01761 0.03238 0.01885 0.0336 0.02425 0.039 0.0263 0.01577 0.02768 0.03577 0.03644 0.01364 0.02378 0.02989 0.01338 0.02281 0.01472 0.02353 0.01771 0.02398 0.03056 0.01474 0.01387 0.0164 0.01816 0.01704 0.01552 0.01718 0.02906 0.02464 0.01366 0.02509 0.02619 0.01699 0.02318 0.0149 0.02233 0.02052 0.03192 0.01361 0.0334 0.02211 0.01883 0.01397 0.01338 0.01758
0.01948 0 0.01489 0.01566 0.02881 0.02978 0.01416 0.03202 0.01588 0.01395 0.02913 0.016 0.02444 0.01421 0.02474 0.01714 0.02569 0.02215 0.03832 0.01789 0.015 0.02062 0.02869 0.01687 0.01359 0.03694 0.03378 0.02172 0.01555 0.02318 0.03081 0.02015 0.01784 0.02422 0.01396 0.02265 0.02172 0.01907 0.03487 0.01759 0.02209 0.02345 0.01783 0.02794 0.01829 0.02779 0.01844 0.02749 0.02872 0.0323
0.03048 0.02684 0 0.02496 0.01939 0.01352 0.01981 0.01359 0.01766 0.03582 0.01349 0.01967 0.01607 0.01498 0.01965 0.02239 0.01872 0.02267 0.0212 0.02395 0.01365 0.02981 0.0326 0.03904 0.01422 0.01626 0.03474 0.02645 0.01818 0.033 0.01749 0.01777 0.03019 0.02771 0.01687 0.0385 0.03505 0.02065 0.0365 0.01369 0.01609 0.01487 0.03304 0.01492 0.01694 0.01661 0.01535 0.01873 0.02028 0.0258
0.01395 0.03392 0.01618 0 0.02736 0.01947 0.03529 0.02103 0.02804 0.01814 0.0143 0.01581 0.03289 0.01819 0.01973 0.02344 0.03683 0.01507 0.01714 0.01475 0.02857 0.0226 0.03854 0.03815 0.03496 0.01498 0.02114 0.01658 0.01716 0.02345 0.03451 0.03906 0.02985 0.0229 0.01604 0.01575 0.01604 0.01498 0.02878 0.01915 0.02146 0.01627 0.01649 0.02077 0.01469 0.01687 0.02095 0.01413 0.02475 0.02038
0.01463 0.02691 0.01546 0.01846 0 0.03843 0.03438 0.02254 0.01497 0.03239 0.01666 0.03908 0.01578 0.02373 0.01716 0.02231 0.01512 0.01461 0.02929 0.02533 0.01576 0.03068 0.02911 0.02104 0.01848 0.02333 0.01658 0.02116 0.0391 0.03671 0.01966 0.02143 0.01964 0.03061 0.01966 0.02876 0.01655 0.01626 0.01676 0.017 0.01763 0.01496 0.0152 0.01541 0.03064 0.01712 0.0136 0.02848 0.02519 0.01385
0.02235 0.02191 0.0235 0.01575 0.01772 0 0.03164 0.01714 0.03909 0.01795 0.03843 0.03484 0.01694 0.01965 0.03027 0.01348 0.01939 0.02743 0.01526 0.02675 0.02447 0.0233 0.01691 0.01961 0.01377 0.01521 0.03918 0.02385 0.01452 0.0196 0.01485 0.02013 0.0311 0.02468 0.02735 0.02204 0.0199 0.0171 0.01673 0.01525 0.02381 0.03113 0.01375 0.01477 0.01365 0.01801 0.02458 0.01333 0.0307 0.01891
0.01472 0.02232 0.02671 0.03352 0.01965 0.02502 0 0.01356 0.01578 0.02378 0.0369 0.02718 0.0185 0.01967 0.02195 0.0134 0.01455 0.01381 0.01466 0.03257 0.03464 0.03441 0.01685 0.02102 0.02654 0.01443 0.02295 0.01898 0.02415 0.0306 0.01478 0.0138 0.0274 0.02039 0.01492 0.01533 0.02378 0.03253 0.01602 0.0292 0.02117 0.01423 0.03103 0.01669 0.02431 0.03542 0.02509 0.01598 0.01921 0.01856
0.01657 0.01825 0.01336 0.02368 0.01622 0.01504 0.0174 0 0.02064 0.03484 0.01335 0.0368 0.02898 0.01445 0.02617 0.02213 0.03106 0.01526 0.0218 0.02027 0.01962 0.01551 0.03157 0.0142 0.03204 0.01432 0.03884 0.03816 0.01796 0.01354 0.03426 0.01792 0.02092 0.02158 0.01731 0.02693 0.01989 0.01546 0.02255 0.01526 0.02528 0.01482 0.01952 0.01653 0.01603 0.01392 0.01852 0.02003 0.01453 0.01602
