40 0.0 5
1 992 37
2 473 311
3 469 556
4 174 676
5 178 911
6 155 576
7 524 982
8 986 904
9 869 734
10 424 10
11 681 556
12 376 411
13 609 222
14 942 241
15 638 940
16 588 164
17 461 892
18 939 484
19 421 82
20 86 964
21 18 956
22 865 236
23 169 28
24 364 892
25 105 613
26 755 231
27 588 200
28 512 880
29 770 741
30 350 396
31 948 453
32 190 875
33 294 735
34 373 563
35 595 504
36 893 829
37 181 116
38 357 289
39 180 950
40 285 133
opening costs
877 153 827 177 137 975 922 457 425 803 753 98 383 84 757 193 200 210 241 517 790 419 744 606 996 540 379 98 738 249 272 497 325 918 65 671 427 813 509 318 
star costs
0.0 587.0 737.0 1039.0 1195.0 996.0 1055.0 868.0 708.0 569.0 606.0 721.0 426.0 211.0 970.0 424.0 1007.0 451.0 573.0 1297.0 1340.0 237.0 824.0 1061.0 1058.0 307.0 436.0 971.0 739.0 736.0 419.0 1160.0 988.0 813.0 613.0 799.0 815.0 684.0 1222.0 714.0 
587.0 0.0 246.0 472.0 669.0 414.0 673.0 785.0 580.0 305.0 322.0 140.0 163.0 475.0 651.0 187.0 582.0 498.0 235.0 760.0 790.0 400.0 416.0 592.0 477.0 294.0 160.0 571.0 523.0 150.0 496.0 632.0 461.0 272.0 229.0 667.0 352.0 119.0 703.0 259.0 
737.0 246.0 0.0 319.0 460.0 315.0 430.0 624.0 438.0 548.0 212.0 173.0 363.0 569.0 420.0 410.0 337.0 476.0 477.0 560.0 603.0 510.0 608.0 353.0 369.0 433.0 376.0 327.0 354.0 200.0 490.0 424.0 251.0 97.0 137.0 505.0 526.0 290.0 489.0 462.0 
1039.0 472.0 319.0 0.0 236.0 102.0 465.0 844.0 698.0 712.0 522.0 334.0 629.0 883.0 534.0 659.0 360.0 789.0 644.0 302.0 321.0 820.0 649.0 288.0 94.0 732.0 631.0 395.0 600.0 331.0 806.0 200.0 134.0 229.0 455.0 736.0 561.0 429.0 275.0 555.0 
1195.0 669.0 460.0 236.0 0.0 336.0 354.0 809.0 714.0 934.0 616.0 538.0 813.0 1017.0 461.0 853.0 284.0 873.0 864.0 107.0 167.0 964.0 884.0 187.0 307.0 892.0 821.0 336.0 616.0 543.0 896.0 38.0 211.0 399.0 583.0 720.0 796.0 648.0 40.0 786.0 
996.0 414.0 315.0 102.0 336.0 0.0 549.0 894.0 732.0 627.0 527.0 276.0 576.0 856.0 605.0 598.0 440.0 790.0 562.0 395.0 404.0 788.0 549.0 379.0 63.0 693.0 574.0 469.0 637.0 266.0 803.0 302.0 212.0 219.0 446.0 781.0 461.0 351.0 375.0 462.0 
1055.0 673.0 430.0 465.0 354.0 549.0 0.0 469.0 425.0 978.0 455.0 590.0 765.0 851.0 122.0 821.0 110.0 649.0 906.0 439.0 507.0 821.0 1018.0 184.0 559.0 786.0 785.0 103.0 345.0 612.0 678.0 351.0 338.0 446.0 484.0 400.0 932.0 713.0 346.0 882.0 
868.0 785.0 624.0 844.0 809.0 894.0 469.0 0.0 207.0 1056.0 463.0 785.0 780.0 665.0 350.0 841.0 526.0 423.0 998.0 902.0 970.0 679.0 1198.0 623.0 928.0 712.0 809.0 475.0 271.0 814.0 453.0 797.0 713.0 702.0 560.0 120.0 1127.0 880.0 808.0 1043.0 
