20 0.0 5
1 775 355
2 721 946
3 301 278
4 429 798
5 214 203
6 907 348
7 536 578
8 301 762
9 884 608
10 912 537
11 748 84
12 69 301
13 773 704
14 351 558
15 503 179
16 475 507
17 903 770
18 410 954
19 990 267
20 831 439
opening costs
107 880 397 289 486 990 810 286 514 166 146 242 921 364 582 258 938 605 119 619 
star costs
0.0 594.0 481.0 563.0 582.0 133.0 327.0 625.0 276.0 228.0 273.0 709.0 350.0 471.0 324.0 337.0 435.0 702.0 233.0 101.0 
594.0 0.0 790.0 328.0 900.0 627.0 412.0 459.0 376.0 452.0 863.0 918.0 248.0 537.0 798.0 504.0 254.0 312.0 731.0 519.0 
481.0 790.0 0.0 536.0 115.0 611.0 382.0 484.0 670.0 664.0 488.0 234.0 636.0 285.0 225.0 288.0 778.0 685.0 690.0 554.0 
563.0 328.0 536.0 0.0 633.0 657.0 245.0 133.0 494.0 550.0 783.0 614.0 357.0 253.0 624.0 295.0 475.0 158.0 773.0 539.0 
582.0 900.0 115.0 633.0 0.0 709.0 495.0 566.0 783.0 774.0 548.0 176.0 751.0 381.0 290.0 401.0 893.0 777.0 779.0 661.0 
133.0 627.0 611.0 657.0 709.0 0.0 437.0 734.0 262.0 190.0 309.0 840.0 381.0 595.0 438.0 461.0 423.0 784.0 116.0 119.0 
327.0 412.0 382.0 245.0 495.0 437.0 0.0 299.0 350.0 379.0 538.0 543.0 269.0 187.0 401.0 94.0 415.0 397.0 551.0 327.0 
625.0 459.0 484.0 133.0 566.0 734.0 299.0 0.0 603.0 652.0 813.0 517.0 476.0 211.0 618.0 309.0 603.0 221.0 849.0 621.0 
276.0 376.0 670.0 494.0 783.0 262.0 350.0 603.0 0.0 77.0 542.0 871.0 147.0 536.0 574.0 422.0 164.0 587.0 358.0 178.0 
228.0 452.0 664.0 550.0 774.0 190.0 379.0 652.0 77.0 0.0 482.0 876.0 218.0 562.0 544.0 439.0 234.0 653.0 282.0 128.0 
273.0 863.0 488.0 783.0 548.0 309.0 538.0 813.0 542.0 482.0 0.0 713.0 621.0 619.0 263.0 504.0 704.0 934.0 304.0 365.0 
709.0 918.0 234.0 614.0 176.0 840.0 543.0 517.0 871.0 876.0 713.0 0.0 812.0 382.0 451.0 456.0 957.0 737.0 922.0 775.0 
350.0 248.0 636.0 357.0 751.0 381.0 269.0 476.0 147.0 218.0 621.0 812.0 0.0 447.0 591.0 358.0 146.0 441.0 488.0 272.0 
471.0 537.0 285.0 253.0 381.0 595.0 187.0 211.0 536.0 562.0 619.0 382.0 447.0 0.0 409.0 135.0 592.0 401.0 703.0 495.0 
324.0 798.0 225.0 624.0 290.0 438.0 401.0 618.0 574.0 544.0 263.0 451.0 591.0 409.0 0.0 330.0 714.0 781.0 495.0 419.0 
337.0 504.0 288.0 295.0 401.0 461.0 94.0 309.0 422.0 439.0 504.0 456.0 358.0 135.0 330.0 0.0 503.0 452.0 569.0 363.0 
435.0 254.0 778.0 475.0 893.0 423.0 415.0 603.0 164.0 234.0 704.0 957.0 146.0 592.0 714.0 503.0 0.0 527.0 511.0 339.0 
702.0 312.0 685.0 158.0 777.0 784.0 397.0 221.0 587.0 653.0 934.0 737.0 441.0 401.0 781.0 452.0 527.0 0.0 900.0 666.0 
233.0 731.0 690.0 773.0 779.0 116.0 551.0 849.0 358.0 282.0 304.0 922.0 488.0 703.0 495.0 569.0 511.0 900.0 0.0 235.0 
101.0 519.0 554.0 539.0 661.0 119.0 327.0 621.0 178.0 128.0 365.0 775.0 272.0 495.0 419.0 363.0 339.0 666.0 235.0 0.0 
