60 0.0 5
1 855 873
2 351 777
3 599 405
4 948 102
5 829 366
6 565 640
7 736 303
8 834 731
9 594 41
10 13 775
11 829 382
12 489 613
13 539 244
14 397 224
15 994 793
16 924 583
17 237 822
18 791 210
19 76 141
20 578 126
21 141 446
22 428 732
23 816 729
24 122 856
25 228 474
26 317 21
27 11 484
28 265 466
29 761 854
30 89 75
31 522 857
32 352 487
33 912 699
34 906 974
35 325 896
36 458 779
37 903 955
38 706 4
39 757 873
40 336 924
41 834 850
42 834 604
43 117 265
44 942 30
45 427 784
46 45 319
47 117 547
48 111 164
49 65 575
50 577 430
51 134 658
52 527 739
53 789 470
54 253 49
55 86 27
56 332 330
57 58 999
58 677 665
59 30 269
60 994 255
opening costs
930 853 583 495 602 802 628 955 635 434 732 568 534 297 128 435 93 566 185 33 581 849 173 555 996 345 75 996 77 921 517 461 860 219 175 712 335 383 836 483 575 864 938 703 447 262 51 197 958 416 582 906 759 409 288 858 98 159 778 24 
star costs
0.0 514.0 534.0 777.0 508.0 373.0 583.0 144.0 872.0 848.0 492.0 449.0 704.0 795.0 161.0 299.0 621.0 667.0 1069.0 797.0 832.0 450.0 150.0 734.0 744.0 1008.0 930.0 717.0 96.0 1107.0 334.0 635.0 184.0 114.0 531.0 408.0 96.0 882.0 98.0 522.0 32.0 270.0 957.0 848.0 438.0 982.0 807.0 1028.0 845.0 524.0 753.0 355.0 409.0 1021.0 1144.0 754.0 807.0 274.0 1023.0 634.0 
514.0 0.0 448.0 902.0 631.0 255.0 611.0 486.0 776.0 339.0 621.0 215.0 566.0 555.0 644.0 605.0 123.0 718.0 693.0 690.0 392.0 90.0 468.0 243.0 328.0 757.0 449.0 323.0 418.0 750.0 189.0 291.0 567.0 589.0 122.0 108.0 580.0 851.0 418.0 148.0 489.0 514.0 563.0 953.0 77.0 551.0 329.0 659.0 351.0 415.0 248.0 181.0 535.0 735.0 796.0 448.0 368.0 345.0 601.0 829.0 
534.0 448.0 0.0 463.0 234.0 238.0 171.0 402.0 365.0 694.0 232.0 236.0 172.0 272.0 554.0 371.0 553.0 274.0 586.0 280.0 460.0 370.0 390.0 657.0 378.0 477.0 594.0 340.0 478.0 608.0 459.0 261.0 430.0 647.0 563.0 400.0 629.0 416.0 494.0 582.0 504.0 308.0 502.0 509.0 417.0 561.0 503.0 545.0 561.0 34.0 530.0 342.0 201.0 497.0 638.0 278.0 804.0 272.0 586.0 423.0 
777.0 902.0 463.0 0.0 290.0 661.0 293.0 640.0 360.0 1153.0 305.0 687.0 433.0 565.0 693.0 482.0 1012.0 191.0 873.0 371.0 878.0 817.0 641.0 1119.0 811.0 637.0 1012.0 774.0 775.0 860.0 867.0 710.0 599.0 874.0 1010.0 836.0 855.0 262.0 795.0 1025.0 757.0 515.0 847.0 73.0 859.0 929.0 943.0 840.0 1002.0 496.0 986.0 764.0 401.0 698.0 866.0 657.0 1264.0 625.0 934.0 160.0 
508.0 631.0 234.0 290.0 0.0 381.0 113.0 366.0 402.0 913.0 16.0 421.0 315.0 455.0 458.0 237.0 748.0 161.0 786.0 348.0 693.0 543.0 364.0 861.0 611.0 618.0 827.0 573.0 493.0 796.0 580.0 493.0 344.0 613.0 732.0 556.0 594.0 383.0 513.0 745.0 485.0 239.0 720.0 355.0 580.0 786.0 735.0 746.0 793.0 260.0 754.0 480.0 112.0 658.0 817.0 499.0 998.0 336.0 805.0 199.0 
373.0 255.0 238.0 661.0 381.0 0.0 378.0 284.0 600.0 569.0 370.0 81.0 397.0 449.0 456.0 364.0 376.0 486.0 699.0 515.0 467.0 166.0 267.0 493.0 376.0 667.0 576.0 347.0 291.0 739.0 222.0 263.0 352.0 478.0 351.0 176.0 463.0 652.0 302.0 365.0 342.0 272.0 585.0 718.0 200.0 612.0 458.0 658.0 505.0 211.0 432.0 107.0 282.0 669.0 778.0 388.0 622.0 115.0 652.0 577.0 
583.0 611.0 171.0 293.0 113.0 378.0 0.0 440.0 299.0 864.0 123.0 397.0 206.0 349.0 554.0 338.0 720.0 109.0 680.0 238.0 612.0 529.0 434.0 827.0 537.0 506.0 748.0 499.0 552.0 686.0 594.0 426.0 434.0 693.0 722.0 552.0 674.0 301.0 571.0 739.0 556.0 317.0 621.0 343.0 572.0 692.0 666.0 641.0 725.0 204.0 699.0 484.0 176.0 546.0 707.0 405.0 972.0 367.0 707.0 263.0 
144.0 486.0 402.0 640.0 366.0 284.0 440.0 0.0 731.0 823.0 350.0 365.0 570.0 670.0 172.0 174.0 604.0 523.0 961.0 657.0 750.0 407.0 19.0 723.0 659.0 879.0 860.0 628.0 144.0 993.0 337.0 541.0 85.0 254.0 536.0 380.0 235.0 739.0 162.0 535.0 119.0 127.0 856.0 710.0 411.0 891.0 741.0 919.0 785.0 396.0 704.0 308.0 265.0 896.0 1028.0 643.0 821.0 171.0 928.0 503.0 
872.0 776.0 365.0 360.0 402.0 600.0 299.0 731.0 0.0 937.0 415.0 582.0 211.0 269.0 852.0 635.0 859.0 260.0 528.0 87.0 608.0 711.0 723.0 942.0 567.0 278.0 733.0 538.0 830.0 507.0 820.0 508.0 731.0 984.0 897.0 751.0 965.0 118.0 848.0 920.0 844.0 613.0 527.0 349.0 762.0 616.0 696.0 499.0 752.0 390.0 770.0 702.0 472.0 342.0 509.0 391.0 1098.0 630.0 609.0 454.0 
848.0 339.0 694.0 1153.0 913.0 569.0 864.0 823.0 937.0 0.0 906.0 503.0 748.0 672.0 982.0 932.0 229.0 962.0 638.0 861.0 354.0 418.0 805.0 136.0 370.0 813.0 292.0 399.0 753.0 705.0 516.0 445.0 903.0 915.0 335.0 446.0 909.0 1037.0 751.0 356.0 825.0 839.0 521.0 1191.0 415.0 458.0 251.0 619.0 207.0 662.0 169.0 516.0 834.0 765.0 752.0 548.0 229.0 674.0 507.0 1111.0 
492.0 621.0 232.0 305.0 16.0 370.0 123.0 350.0 415.0 906.0 0.0 412.0 322.0 460.0 443.0 223.0 738.0 177.0 791.0 359.0 691.0 533.0 348.0 852.0 609.0 627.0 825.0 571.0 477.0 802.0 566.0 489.0 328.0 597.0 720.0 544.0 578.0 398.0 497.0 733.0 469.0 223.0 722.0 370.0 569.0 787.0 731.0 751.0 789.0 257.0 748.0 468.0 97.0 666.0 824.0 500.0 988.0 322.0 807.0 209.0 
449.0 215.0 236.0 687.0 421.0 81.0 397.0 365.0 582.0 503.0 412.0 0.0 373.0 400.0 537.0 437.0 328.0 504.0 628.0 496.0 386.0 134.0 347.0 441.0 296.0 617.0 496.0 268.0 364.0 671.0 247.0 187.0 432.0 552.0 328.0 169.0 537.0 647.0 374.0 347.0 419.0 346.0 510.0 739.0 182.0 533.0 378.0 587.0 426.0 204.0 358.0 132.0 333.0 612.0 712.0 324.0 579.0 196.0 574.0 620.0 
704.0 566.0 172.0 433.0 315.0 397.0 206.0 570.0 211.0 748.0 322.0 373.0 0.0 144.0 714.0 513.0 653.0 255.0 475.0 125.0 447.0 501.0 559.0 741.0 387.0 315.0 580.0 353.0 650.0 481.0 614.0 307.0 589.0 818.0 687.0 542.0 799.0 293.0 666.0 710.0 674.0 466.0 423.0 457.0 552.0 500.0 520.0 436.0 579.0 190.0 580.0 496.0 338.0 347.0 503.0 225.0 896.0 444.0 510.0 456.0 
795.0 555.0 272.0 565.0 455.0 449.0 349.0 670.0 269.0 672.0 460.0 400.0 144.0 0.0 825.0 638.0 620.0 395.0 332.0 206.0 339.0 509.0 657.0 690.0 302.0 219.0 466.0 276.0 728.0 343.0 646.0 267.0 701.0 907.0 676.0 559.0 890.0 380.0 743.0 703.0 764.0 580.0 283.0 579.0 561.0 365.0 428.0 293.0 484.0 274.0 508.0 532.0 463.0 227.0 369.0 125.0 846.0 523.0 370.0 598.0 
161.0 644.0 554.0 693.0 458.0 456.0 554.0 172.0 852.0 982.0 443.0 537.0 714.0 825.0 0.0 222.0 758.0 618.0 1126.0 787.0 921.0 570.0 190.0 875.0 830.0 1027.0 1031.0 799.0 241.0 1156.0 477.0 712.0 125.0 202.0 677.0 537.0 186.0 840.0 251.0 671.0 170.0 248.0 1024.0 765.0 568.0 1061.0 911.0 1085.0 955.0 553.0 871.0 471.0 383.0 1051.0 1188.0 808.0 959.0 342.0 1098.0 538.0 
299.0 605.0 371.0 482.0 237.0 364.0 338.0 174.0 635.0 932.0 223.0 437.0 513.0 638.0 222.0 0.0 728.0 397.0 957.0 574.0 795.0 518.0 182.0 848.0 705.0 828.0 919.0 670.0 317.0 978.0 487.0 580.0 117.0 392.0 676.0 506.0 373.0 619.0 335.0 680.0 282.0 93.0 868.0 554.0 537.0 918.0 808.0 915.0 860.0 380.0 794.0 427.0 177.0 858.0 1006.0 644.0 961.0 261.0 948.0 336.0 
621.0 123.0 553.0 1012.0 748.0 376.0 720.0 604.0 859.0 229.0 738.0 328.0 653.0 620.0 758.0 728.0 0.0 826.0 700.0 776.0 389.0 212.0 587.0 120.0 349.0 805.0 407.0 358.0 525.0 762.0 288.0 355.0 687.0 687.0 115.0 226.0 680.0 943.0 523.0 143.0 598.0 636.0 570.0 1061.0 194.0 539.0 301.0 670.0 301.0 519.0 194.0 302.0 655.0 774.0 810.0 502.0 252.0 468.0 591.0 946.0 
667.0 718.0 274.0 191.0 161.0 486.0 109.0 523.0 260.0 962.0 177.0 504.0 255.0 395.0 618.0 397.0 826.0 0.0 719.0 229.0 692.0 636.0 520.0 930.0 622.0 511.0 827.0 585.0 645.0 715.0 701.0 520.0 504.0 773.0 830.0 660.0 754.0 223.0 664.0 847.0 642.0 397.0 677.0 235.0 680.0 754.0 754.0 682.0 813.0 307.0 796.0 592.0 261.0 562.0 729.0 475.0 1077.0 470.0 764.0 208.0 
1069.0 693.0 586.0 873.0 786.0 699.0 680.0 961.0 528.0 638.0 791.0 628.0 475.0 332.0 1126.0 957.0 700.0 719.0 0.0 503.0 312.0 688.0 946.0 717.0 367.0 270.0 350.0 376.0 989.0 68.0 844.0 443.0 1006.0 1176.0 796.0 744.0 1161.0 645.0 1000.0 826.0 1038.0 889.0 131.0 874.0 733.0 181.0 409.0 42.0 435.0 579.0 521.0 750.0 786.0 200.0 115.0 319.0 859.0 798.0 137.0 926.0 
797.0 690.0 280.0 371.0 348.0 515.0 238.0 657.0 87.0 861.0 359.0 496.0 125.0 206.0 787.0 574.0 776.0 229.0 503.0 0.0 542.0 625.0 649.0 861.0 494.0 282.0 671.0 463.0 751.0 492.0 734.0 426.0 664.0 910.0 811.0 664.0 891.0 177.0 769.0 834.0 768.0 543.0 482.0 377.0 676.0 567.0 625.0 469.0 682.0 305.0 693.0 616.0 404.0 334.0 502.0 320.0 1017.0 549.0 567.0 436.0 
