30 0.0 5
1 324 757
2 965 764
3 296 761
4 726 147
5 519 812
6 562 125
7 904 80
8 411 887
9 225 443
10 90 981
11 769 212
12 479 982
13 255 257
14 404 409
15 322 577
16 145 589
17 759 701
18 573 325
19 9 375
20 15 8
21 215 821
22 816 453
23 109 931
24 178 329
25 130 912
26 189 583
27 848 663
28 718 826
29 95 171
30 358 837
opening costs
711 54 748 58 916 369 169 718 37 943 988 676 664 819 339 647 567 757 424 898 628 715 402 925 207 711 871 84 815 933 
star costs
0.0 642.0 29.0 731.0 203.0 676.0 892.0 157.0 330.0 324.0 704.0 274.0 505.0 358.0 181.0 246.0 439.0 499.0 496.0 811.0 127.0 579.0 277.0 453.0 249.0 221.0 533.0 400.0 630.0 87.0 
642.0 0.0 670.0 662.0 449.0 756.0 687.0 568.0 807.0 902.0 586.0 533.0 873.0 664.0 670.0 839.0 216.0 589.0 1033.0 1215.0 753.0 345.0 873.0 900.0 849.0 797.0 155.0 255.0 1053.0 612.0 
29.0 670.0 0.0 750.0 229.0 690.0 913.0 171.0 326.0 302.0 725.0 287.0 506.0 369.0 186.0 229.0 467.0 517.0 482.0 804.0 101.0 605.0 253.0 448.0 225.0 208.0 561.0 427.0 624.0 99.0 
731.0 662.0 750.0 0.0 697.0 166.0 191.0 805.0 582.0 1049.0 78.0 871.0 484.0 416.0 591.0 731.0 555.0 235.0 753.0 725.0 846.0 319.0 998.0 578.0 970.0 692.0 531.0 680.0 632.0 782.0 
203.0 449.0 229.0 697.0 0.0 689.0 828.0 132.0 472.0 462.0 650.0 175.0 615.0 420.0 307.0 436.0 265.0 490.0 672.0 949.0 305.0 466.0 427.0 592.0 402.0 402.0 362.0 200.0 769.0 163.0 
676.0 756.0 690.0 166.0 689.0 0.0 345.0 777.0 464.0 978.0 225.0 862.0 335.0 325.0 512.0 624.0 609.0 201.0 607.0 560.0 778.0 415.0 925.0 435.0 898.0 591.0 610.0 719.0 470.0 741.0 
892.0 687.0 913.0 191.0 828.0 345.0 0.0 946.0 770.0 1215.0 189.0 998.0 673.0 599.0 766.0 914.0 638.0 412.0 943.0 892.0 1012.0 384.0 1165.0 768.0 1137.0 875.0 586.0 769.0 815.0 934.0 
157.0 568.0 171.0 805.0 132.0 777.0 946.0 0.0 482.0 335.0 765.0 117.0 650.0 479.0 323.0 400.0 395.0 585.0 651.0 965.0 207.0 594.0 306.0 605.0 283.0 377.0 492.0 314.0 783.0 73.0 
330.0 807.0 326.0 582.0 472.0 464.0 770.0 482.0 0.0 555.0 592.0 596.0 189.0 183.0 166.0 167.0 594.0 368.0 227.0 484.0 379.0 592.0 502.0 124.0 479.0 145.0 661.0 625.0 302.0 416.0 
324.0 902.0 302.0 1049.0 462.0 978.0 1215.0 335.0 555.0 0.0 1026.0 390.0 743.0 653.0 466.0 396.0 726.0 815.0 612.0 976.0 204.0 898.0 54.0 658.0 80.0 411.0 823.0 647.0 811.0 305.0 
704.0 586.0 725.0 78.0 650.0 225.0 189.0 765.0 592.0 1026.0 0.0 823.0 516.0 415.0 578.0 730.0 490.0 227.0 778.0 782.0 824.0 246.0 976.0 603.0 948.0 689.0 458.0 617.0 676.0 749.0 
274.0 533.0 287.0 871.0 175.0 862.0 998.0 117.0 596.0 390.0 823.0 0.0 759.0 578.0 435.0 516.0 397.0 664.0 768.0 1079.0 310.0 628.0 374.0 720.0 356.0 494.0 488.0 286.0 898.0 189.0 
505.0 873.0 506.0 484.0 615.0 335.0 673.0 650.0 189.0 743.0 516.0 759.0 0.0 213.0 327.0 350.0 672.0 326.0 273.0 346.0 566.0 595.0 690.0 106.0 667.0 333.0 719.0 734.0 182.0 590.0 
358.0 664.0 369.0 416.0 420.0 325.0 599.0 479.0 183.0 653.0 415.0 578.0 213.0 0.0 187.0 316.0 460.0 189.0 397.0 559.0 454.0 415.0 600.0 240.0 573.0 277.0 512.0 523.0 391.0 431.0 
181.0 670.0 186.0 591.0 307.0 512.0 766.0 323.0 166.0 466.0 578.0 435.0 327.0 187.0 0.0 178.0 455.0 356.0 373.0 647.0 267.0 510.0 414.0 287.0 387.0 134.0 533.0 468.0 466.0 263.0 
246.0 839.0 229.0 731.0 436.0 624.0 914.0 400.0 167.0 396.0 730.0 516.0 350.0 316.0 178.0 0.0 625.0 503.0 254.0 596.0 243.0 685.0 344.0 263.0 324.0 45.0 707.0 621.0 421.0 327.0 
439.0 216.0 467.0 555.0 265.0 609.0 638.0 395.0 594.0 726.0 490.0 397.0 672.0 460.0 455.0 625.0 0.0 420.0 818.0 1017.0 558.0 255.0 690.0 690.0 664.0 583.0 97.0 132.0 850.0 424.0 
499.0 589.0 517.0 235.0 490.0 201.0 412.0 585.0 368.0 815.0 227.0 664.0 326.0 189.0 356.0 503.0 420.0 0.0 567.0 642.0 612.0 275.0 764.0 396.0 736.0 463.0 436.0 522.0 503.0 556.0 
496.0 1033.0 482.0 753.0 672.0 607.0 943.0 651.0 227.0 612.0 778.0 768.0 273.0 397.0 373.0 254.0 818.0 567.0 0.0 368.0 492.0 811.0 565.0 176.0 551.0 276.0 888.0 841.0 222.0 580.0 
811.0 1215.0 804.0 725.0 949.0 560.0 892.0 965.0 484.0 976.0 782.0 1079.0 346.0 559.0 647.0 596.0 1017.0 642.0 368.0 0.0 838.0 917.0 928.0 361.0 912.0 601.0 1060.0 1079.0 182.0 898.0 
127.0 753.0 101.0 846.0 305.0 778.0 1012.0 207.0 379.0 204.0 824.0 310.0 566.0 454.0 267.0 243.0 558.0 612.0 492.0 838.0 0.0 705.0 153.0 494.0 125.0 240.0 653.0 504.0 661.0 144.0 
579.0 345.0 605.0 319.0 466.0 415.0 384.0 594.0 592.0 898.0 246.0 628.0 595.0 415.0 510.0 685.0 255.0 275.0 811.0 917.0 705.0 0.0 854.0 650.0 826.0 641.0 213.0 386.0 775.0 598.0 
277.0 873.0 253.0 998.0 427.0 925.0 1165.0 306.0 502.0 54.0 976.0 374.0 690.0 600.0 414.0 344.0 690.0 764.0 565.0 928.0 153.0 854.0 0.0 606.0 29.0 358.0 787.0 618.0 761.0 267.0 
453.0 900.0 448.0 578.0 592.0 435.0 768.0 605.0 124.0 658.0 603.0 720.0 106.0 240.0 287.0 263.0 690.0 396.0 176.0 361.0 494.0 650.0 606.0 0.0 585.0 255.0 749.0 734.0 179.0 539.0 
249.0 849.0 225.0 970.0 402.0 898.0 1137.0 283.0 479.0 80.0 948.0 356.0 667.0 573.0 387.0 324.0 664.0 736.0 551.0 912.0 125.0 826.0 29.0 585.0 0.0 335.0 760.0 595.0 742.0 241.0 
221.0 797.0 208.0 692.0 402.0 591.0 875.0 377.0 145.0 411.0 689.0 494.0 333.0 277.0 134.0 45.0 583.0 463.0 276.0 601.0 240.0 641.0 358.0 255.0 335.0 0.0 664.0 583.0 423.0 306.0 
533.0 155.0 561.0 531.0 362.0 610.0 586.0 492.0 661.0 823.0 458.0 488.0 719.0 512.0 533.0 707.0 97.0 436.0 888.0 1060.0 653.0 213.0 787.0 749.0 760.0 664.0 0.0 209.0 900.0 520.0 
400.0 255.0 427.0 680.0 200.0 719.0 769.0 314.0 625.0 647.0 617.0 286.0 734.0 523.0 468.0 621.0 132.0 522.0 841.0 1079.0 504.0 386.0 618.0 734.0 595.0 583.0 209.0 0.0 904.0 361.0 
630.0 1053.0 624.0 632.0 769.0 470.0 815.0 783.0 302.0 811.0 676.0 898.0 182.0 391.0 466.0 421.0 850.0 503.0 222.0 182.0 661.0 775.0 761.0 179.0 742.0 423.0 900.0 904.0 0.0 717.0 
87.0 612.0 99.0 782.0 163.0 741.0 934.0 73.0 416.0 305.0 749.0 189.0 590.0 431.0 263.0 327.0 424.0 556.0 580.0 898.0 144.0 598.0 267.0 539.0 241.0 306.0 520.0 361.0 717.0 0.0 
