10 0.0 5
1 798 861
2 58 92
3 254 879
4 753 244
5 859 617
6 599 240
7 309 540
8 371 857
9 628 730
10 676 863
opening costs
372 399 937 383 26 391 836 616 974 41 
star costs
0.0 1068.0 545.0 619.0 252.0 653.0 585.0 428.0 215.0 123.0 
1068.0 0.0 812.0 712.0 958.0 561.0 514.0 827.0 856.0 989.0 
545.0 812.0 0.0 808.0 660.0 727.0 344.0 120.0 403.0 423.0 
619.0 712.0 808.0 0.0 388.0 155.0 534.0 723.0 502.0 624.0 
252.0 958.0 660.0 388.0 0.0 458.0 556.0 544.0 258.0 307.0 
653.0 561.0 727.0 155.0 458.0 0.0 418.0 658.0 491.0 628.0 
585.0 514.0 344.0 534.0 556.0 418.0 0.0 324.0 372.0 489.0 
428.0 827.0 120.0 723.0 544.0 658.0 324.0 0.0 287.0 306.0 
215.0 856.0 403.0 502.0 258.0 491.0 372.0 287.0 0.0 142.0 
123.0 989.0 423.0 624.0 307.0 628.0 489.0 306.0 142.0 0.0 
