10 0.0 5
1 679 9
2 379 818
3 743 415
4 836 150
5 161 766
6 194 943
7 290 379
8 114 144
9 669 939
10 340 190
opening costs
267 838 362 485 493 352 801 386 561 684 
star costs
0.0 863.0 412.0 212.0 918.0 1053.0 537.0 581.0 931.0 385.0 
863.0 0.0 544.0 810.0 225.0 224.0 448.0 725.0 315.0 630.0 
412.0 544.0 0.0 281.0 680.0 762.0 455.0 685.0 530.0 462.0 
212.0 810.0 281.0 0.0 914.0 1021.0 593.0 723.0 807.0 498.0 
918.0 225.0 680.0 914.0 0.0 181.0 408.0 624.0 537.0 604.0 
1053.0 224.0 762.0 1021.0 181.0 0.0 573.0 803.0 476.0 768.0 
537.0 448.0 455.0 593.0 408.0 573.0 0.0 294.0 677.0 196.0 
581.0 725.0 685.0 723.0 624.0 803.0 294.0 0.0 970.0 231.0 
931.0 315.0 530.0 807.0 537.0 476.0 677.0 970.0 0.0 819.0 
385.0 630.0 462.0 498.0 604.0 768.0 196.0 231.0 819.0 0.0 
